Recipe: EBR39629601-TOP_2
Description: 
Product: EBR32094107-BOT

Feeder Setup
Machine #,Machine Name,Table,Slot,SubSlot,Part,Supply,Placements,Substitute Parts,ThinTypeSingle
1,"NPM-WX-1",2,20013,R,"0RJ2202C478",P0802_S,8,"",
1,"NPM-WX-1",2,20014,L,"0CK475DF40A",E0804_S,2,"",
1,"NPM-WX-1",2,20014,R,"EAP62627201",E0804_S,2,"",
1,"NPM-WX-1",2,20015,L,"0RH0102G622",P0804_S,2,"",
1,"NPM-WX-1",2,20015,R,"EAE65238402",E0804_S,4,"",
1,"NPM-WX-1",2,20016,L,"EBC34879501",P0804_L,2,"",
1,"NPM-WX-1",2,20016,R,"EBC63977472",P0804_L,2,"",
1,"NPM-WX-1",2,20017,L,"EBC64558916",P0802_S,2,"",
1,"NPM-WX-1",2,20017,R,"EBC63835704",P0804_L,2,"",
1,"NPM-WX-1",2,20018,L,"EAN62931901",E0804_L,1,"",
1,"NPM-WX-1",2,20018,R,"0CK476EDK6A",E0804_S,1,"",
1,"NPM-WX-1",2,20019,L,"EAP62706101",E0804_S,1,"",
1,"NPM-WX-1",2,20019,R,"EAP62627202",E0804_S,1,"",
1,"NPM-WX-1",2,20020,L,"EBC62975829",P0802_S,2,"",
1,"NPM-WX-1",2,20020,R,"EAH63172901",E0802_S,2,"",
1,"NPM-WX-1",2,20021,L,"EBC64038523",P0802_S,2,"",
1,"NPM-WX-1",2,20021,R,"EBC64038547",P0802_S,1,"",
1,"NPM-WX-1",2,20022,L,"0TRRH80005A",E0804_S,1,"",
1,"NPM-WX-1",2,20022,R,"",,0,,
1,"NPM-WX-1",2,20023,,"EBK61913401",E1208_L,1,"",
1,"NPM-WX-1",2,20024,L,"EAE61081701",E0804_S,1,"",
1,"NPM-WX-1",2,20024,R,"",,0,,
1,"NPM-WX-1",2,20025,,"EAW61943802",E1204_S,1,"",
1,"NPM-WX-1",2,20026,L,"EAE65237902",E0804_S,1,"",
1,"NPM-WX-1",2,20026,R,"EBC62528492",P0802_S,1,"",
1,"NPM-WX-1",2,20027,L,"EBC62528481",P0802_S,1,"",
1,"NPM-WX-1",2,20027,R,"",,0,,
1,"NPM-WX-1",2,20028,,,,,,
1,"NPM-WX-1",2,20029,,,,,,
1,"NPM-WX-1",2,20030,,,,,,
2,"NPM-WX-2",1,30001,,,,,,
2,"NPM-WX-2",1,30002,,,,,,
2,"NPM-WX-2",1,30003,,,,,,
2,"NPM-WX-2",1,30004,,,,,,
2,"NPM-WX-2",1,30005,,,,,,
2,"NPM-WX-2",1,30006,,,,,,
2,"NPM-WX-2",1,30007,,,,,,
2,"NPM-WX-2",1,30008,,,,,,
2,"NPM-WX-2",1,30009,,,,,,
2,"NPM-WX-2",1,30010,L,"",,0,,
2,"NPM-WX-2",1,30010,R,"0RJ8200C678",P0802_S,1,"",
2,"NPM-WX-2",1,30011,L,"",,0,,
2,"NPM-WX-2",1,30011,R,"0LCTD00034A",P0804_S,1,"",
2,"NPM-WX-2",1,30012,L,"",,0,,
2,"NPM-WX-2",1,30012,R,"EAN64552401",E0804_S,1,"",
2,"NPM-WX-2",1,30013,L,"0RH0182C622",P0804_S,1,"",
2,"NPM-WX-2",1,30013,R,"ERHZ0000701",P0804_L,1,"",
2,"NPM-WX-2",1,30014,L,"EBC64035701",P0802_S,1,"",
2,"NPM-WX-2",1,30014,R,"0RJ1004C678",P0802_S,1,"",
2,"NPM-WX-2",1,30015,L,"0RH1003C422",P0804_L,1,"",
2,"NPM-WX-2",1,30015,R,"0RH2202C422",P0804_S,1,"",
2,"NPM-WX-2",1,30016,L,"EAE64465401",P0804_S,1,"",
2,"NPM-WX-2",1,30016,R,"0RJ1803C678",P0802_S,1,"",
2,"NPM-WX-2",1,30017,L,"0RJ1201C478",P0802_S,2,"",
2,"NPM-WX-2",1,30017,R,"0RJ2202C678",P0802_S,1,"",
2,"NPM-WX-2",1,30018,L,"0CH4471K412",P0804_S,1,"",
2,"NPM-WX-2",1,30018,R,"EAP62687101",P0804_S,1,"",
2,"NPM-WX-2",1,30019,L,"EBC63956412",P0804_L,1,"",
2,"NPM-WX-2",1,30019,R,"EBC63956407",P0804_L,1,"",
2,"NPM-WX-2",1,30020,L,"EAN57678401",E0804_S,1,"",
2,"NPM-WX-2",1,30020,R,"EAN62046401",E0804_S,1,"",
2,"NPM-WX-2",1,30021,L,"EBC62528447",P0802_S,2,"",
2,"NPM-WX-2",1,30021,R,"EAE65265401",P0804_S,5,"",
2,"NPM-WX-2",1,30022,L,"0RH5100C622",P0804_L,2,"",
2,"NPM-WX-2",1,30022,R,"0RJ1002C478",P0802_S,12,"",
2,"NPM-WX-2",1,30023,L,"EBC62528412",P0802_S,3,"",
2,"NPM-WX-2",1,30023,R,"0RJ0222C678",P0802_S,16,"",
2,"NPM-WX-2",1,30024,L,"EAE64383201",P0804_S,4,"",
2,"NPM-WX-2",1,30024,R,"0RJ1003C478",P0802_S,25,"",
2,"NPM-WX-2",1,30025,,,,,,
2,"NPM-WX-2",1,30026,,,,,,
2,"NPM-WX-2",1,30027,,,,,,
2,"NPM-WX-2",1,30028,,,,,,
2,"NPM-WX-2",1,30029,,,,,,
2,"NPM-WX-2",1,30030,,,,,,
2,"NPM-WX-2",2,40001,,,,,,
2,"NPM-WX-2",2,40002,,,,,,
2,"NPM-WX-2",2,40003,,,,,,
2,"NPM-WX-2",2,40004,,,,,,
2,"NPM-WX-2",2,40005,,,,,,
2,"NPM-WX-2",2,40006,,,,,,
2,"NPM-WX-2",2,40007,,,,,,
2,"NPM-WX-2",2,40008,,,,,,
2,"NPM-WX-2",2,40009,,,,,,
2,"NPM-WX-2",2,40010,L,"EBC62528454",P0802_S,4,"",
2,"NPM-WX-2",2,40010,R,"EBC62528423",P0802_S,7,"",
2,"NPM-WX-2",2,40011,L,"EBC62975831",P0802_S,5,"",
2,"NPM-WX-2",2,40011,R,"EBC62528429",P0802_S,11,"",
2,"NPM-WX-2",2,40012,L,"0RJ2701C478",P0802_S,5,"",
2,"NPM-WX-2",2,40012,R,"0RJ5601C478",P0802_S,12,"",
2,"NPM-WX-2",2,40013,L,"EBC62528496",P0802_S,6,"",
2,"NPM-WX-2",2,40013,R,"0RJ0222C678",P0802_S,55,"",
2,"NPM-WX-2",2,40014,L,"EBC64038508",P0802_S,4,"",
2,"NPM-WX-2",2,40014,R,"EBC62528428",P0802_S,2,"",
2,"NPM-WX-2",2,40015,L,"0RJ1001E478",P0802_S,4,"",
2,"NPM-WX-2",2,40015,R,"0RJ0471C678",P0802_S,2,"",
2,"NPM-WX-2",2,40016,L,"EBC64038515",P0802_S,3,"",
2,"NPM-WX-2",2,40016,R,"EBC62528411",P0802_S,2,"",
2,"NPM-WX-2",2,40017,L,"0RJ1004C477",P0804_L,2,"",
2,"NPM-WX-2",2,40017,R,"EBC64839840",P0802_S,1,"",
2,"NPM-WX-2",2,40018,L,"EBC62528415",P0802_S,1,"",
2,"NPM-WX-2",2,40018,R,"",,0,,
2,"NPM-WX-2",2,40019,L,"EBC64038503",P0802_S,1,"",
2,"NPM-WX-2",2,40019,R,"",,0,,
2,"NPM-WX-2",2,40020,L,"0RJ3902C478",P0802_S,1,"",
2,"NPM-WX-2",2,40020,R,"",,0,,
2,"NPM-WX-2",2,40021,,,,,,
2,"NPM-WX-2",2,40022,,,,,,
2,"NPM-WX-2",2,40023,,,,,,
2,"NPM-WX-2",2,40024,,,,,,
2,"NPM-WX-2",2,40025,,,,,,
2,"NPM-WX-2",2,40026,,,,,,
2,"NPM-WX-2",2,40027,,,,,,
2,"NPM-WX-2",2,40028,,,,,,
2,"NPM-WX-2",2,40029,,,,,,
2,"NPM-WX-2",2,40030,,,,,,
3,"NPM-WX-3",1,50001,,,,,,
3,"NPM-WX-3",1,50002,,,,,,
3,"NPM-WX-3",1,50003,,,,,,
3,"NPM-WX-3",1,50004,,,,,,
3,"NPM-WX-3",1,50005,,,,,,
3,"NPM-WX-3",1,50006,,,,,,
3,"NPM-WX-3",1,50007,L,"EAE64361601",P0802_S,1,"",
3,"NPM-WX-3",1,50007,R,"",,0,,
3,"NPM-WX-3",1,50008,L,"EBK33822201",E0804_L,1,"",
3,"NPM-WX-3",1,50008,R,"EAH63174401",E0804_S,1,"",
3,"NPM-WX-3",1,50009,,"0DSKE00048A",E1204_S,1,"",
3,"NPM-WX-3",1,50010,L,"EAE65238109",P0802_S,1,"",
3,"NPM-WX-3",1,50010,R,"EAE65238801",P0802_S,2,"",
3,"NPM-WX-3",1,50011,L,"EAH63172501",E0804_S,1,"",
3,"NPM-WX-3",1,50011,R,"EAE65238805",P0802_S,2,"",
3,"NPM-WX-3",1,50012,L,"EAE65237204",P0802_S,1,"",
3,"NPM-WX-3",1,50012,R,"",,0,,
3,"NPM-WX-3",1,50013,L,"EAH64254001",E0804_L,1,"",
3,"NPM-WX-3",1,50013,R,"EAH64253701",E0804_L,1,"",
3,"NPM-WX-3",1,50014,L,"EBK35248901",E0804_L,1,"",
3,"NPM-WX-3",1,50014,R,"EAE64462001",P0802_S,2,"",
3,"NPM-WX-3",1,50015,L,"EAH63553701",E0804_S,2,"",
3,"NPM-WX-3",1,50015,R,"EAE64344501",P0802_S,2,"",
3,"NPM-WX-3",1,50016,L,"EAP62526801",P0802_S,2,"",
3,"NPM-WX-3",1,50016,R,"0CZZB00055A",P0802_S,2,"",
3,"NPM-WX-3",1,50017,L,"EAN64986801",E0804_S,2,"",
3,"NPM-WX-3",1,50017,R,"EAH62334102",E0804_S,1,"",
3,"NPM-WX-3",1,50018,L,"EAN38670901",E0804_L,2,"",
3,"NPM-WX-3",1,50018,R,"0CK560BK4EA",P0802_S,2,"",
3,"NPM-WX-3",1,50019,L,"EAE62681703",P0802_S,4,"",
3,"NPM-WX-3",1,50019,R,"EAP62887206",P0802_S,2,"",
3,"NPM-WX-3",1,50020,L,"EAE65237701",P0802_S,3,"",
3,"NPM-WX-3",1,50020,R,"EAH64853901",E0802_S,2,"",
3,"NPM-WX-3",1,50021,L,"EAH62319001",E0804_S,12,"",
3,"NPM-WX-3",1,50021,R,"0TRON80001C",E0804_S,14,"",
3,"NPM-WX-3",1,50022,L,"EAH62334101",E0804_S,12,"",
3,"NPM-WX-3",1,50022,R,"EAE62681704",P0802_S,5,"",
3,"NPM-WX-3",1,50023,L,"EAE62681702",P0802_S,4,"",
3,"NPM-WX-3",1,50023,R,"EAH64053301",E0804_S,15,"",
3,"NPM-WX-3",1,50024,L,"EAE62681705",P0802_S,5,"",
3,"NPM-WX-3",1,50024,R,"EAE65238103",P0802_S,28,"",
3,"NPM-WX-3",1,50025,,,,,,
3,"NPM-WX-3",1,50026,,,,,,
3,"NPM-WX-3",1,50027,,,,,,
3,"NPM-WX-3",1,50028,,,,,,
3,"NPM-WX-3",1,50029,,,,,,
3,"NPM-WX-3",1,50030,,,,,,
3,"NPM-WX-3",2,60001,,,,,,
3,"NPM-WX-3",2,60002,,,,,,
3,"NPM-WX-3",2,60003,,,,,,
3,"NPM-WX-3",2,60004,,,,,,
3,"NPM-WX-3",2,60005,,,,,,
3,"NPM-WX-3",2,60006,,,,,,
3,"NPM-WX-3",2,60007,,,,,,
3,"NPM-WX-3",2,60008,,,,,,
3,"NPM-WX-3",2,60009,,,,,,
3,"NPM-WX-3",2,60010,L,"EAE62681711",P0802_S,4,"",
3,"NPM-WX-3",2,60010,R,"0CK331BKFDA",P0802_S,15,"",
3,"NPM-WX-3",2,60011,L,"EAE65238102",P0802_S,5,"",
3,"NPM-WX-3",2,60011,R,"EAE65238103",P0802_S,18,"",
3,"NPM-WX-3",2,60012,L,"EAF57648002",P0802_S,6,"",
3,"NPM-WX-3",2,60012,R,"0RJ0000C678",P0802_S,29,"",
3,"NPM-WX-3",2,60013,L,"EAE65238101",P0802_S,14,"",
3,"NPM-WX-3",2,60013,R,"EBC62528408",P0802_S,30,"",
3,"NPM-WX-3",2,60014,L,"EAE65238803",P0802_S,4,"",
3,"NPM-WX-3",2,60014,R,"EAE64462201",P0802_S,1,"",
3,"NPM-WX-3",2,60015,L,"EAE63461927",P0802_S,2,"",
3,"NPM-WX-3",2,60015,R,"EAE65196202",P0802_S,1,"",
3,"NPM-WX-3",2,60016,L,"EAE63422303",P0802_S,1,"",
3,"NPM-WX-3",2,60016,R,"EAM62152301",P0802_S,1,"",
3,"NPM-WX-3",2,60017,L,"EAE62681707",P0802_S,1,"",
3,"NPM-WX-3",2,60017,R,"EAE65238106",P0802_S,1,"",
3,"NPM-WX-3",2,60018,L,"EAE63422304",P0802_S,1,"",
3,"NPM-WX-3",2,60018,R,"",,0,,
3,"NPM-WX-3",2,60019,,,,,,
3,"NPM-WX-3",2,60020,,,,,,
3,"NPM-WX-3",2,60021,,,,,,
3,"NPM-WX-3",2,60022,,,,,,
3,"NPM-WX-3",2,60023,,,,,,
3,"NPM-WX-3",2,60024,,,,,,
3,"NPM-WX-3",2,60025,,,,,,
3,"NPM-WX-3",2,60026,,,,,,
3,"NPM-WX-3",2,60027,,,,,,
3,"NPM-WX-3",2,60028,,,,,,
3,"NPM-WX-3",2,60029,,,,,,
3,"NPM-WX-3",2,60030,,,,,,
4,"NPM-4",1,70001,,,,,,
4,"NPM-4",1,70002,,,,,,
4,"NPM-4",1,70003,,,,,,
4,"NPM-4",1,70004,,,,,,
4,"NPM-4",1,70005,,,,,,
4,"NPM-4",1,70006,,,,,,
4,"NPM-4",1,70007,,,,,,
4,"NPM-4",1,70008,,,,,,
4,"NPM-4",1,70009,,,,,,
4,"NPM-4",1,70010,,,,,,
4,"NPM-4",1,70011,,,,,,
4,"NPM-4",1,70012,,"EBK63591401",E1612_L,1,"",
4,"NPM-4",1,70013,L,"",,0,,
4,"NPM-4",1,70013,R,"0CH1682K562",P0804_S,1,"",
4,"NPM-4",1,70014,L,"",,0,,
4,"NPM-4",1,70014,R,"EAE62967025",P0804_S,1,"",
4,"NPM-4",1,70015,L,"",,0,,
4,"NPM-4",1,70015,R,"EAP62666603",E0804_S,1,"",
4,"NPM-4",1,70016,,"RAC34277701",E1204_S,4,"",
4,"NPM-4",1,70017,,"EAN64589801",E1208_L,1,"",
4,"NPM-4",1,70018,,"EAN64686501",E1208_L,1,"",
4,"NPM-4",1,70019,,"0IPRP00025D",E1208_L,1,"",
4,"NPM-4",1,70020,,"EAG62911501",E1604_S,2,"",
4,"NPM-4",1,70021,L,"EAE65237801",P0804_S,14,"",
4,"NPM-4",1,70021,R,"0CC102CK41A",P0804_S,2,"",
4,"NPM-4",1,70022,L,"EAM63710605",P0804_S,3,"",
4,"NPM-4",1,70022,R,"EAE62582401",P0804_S,2,"",
4,"NPM-4",1,70023,L,"EAM60887206",P0804_S,14,"",
4,"NPM-4",1,70023,R,"EAE65238202",P0804_S,2,"",
4,"NPM-4",1,70024,,,,,,
4,"NPM-4",1,70025,,,,,,
4,"NPM-4",1,70026,,,,,,
4,"NPM-4",1,70027,,,,,,
4,"NPM-4",1,70028,,,,,,
4,"NPM-4",1,70029,,,,,,
4,"NPM-4",1,70030,,,,,,
4,"NPM-4",2,80018,,"EAP64866101",E2416_L,1,"",
4,"NPM-4",2,80019,,,,,,
4,"NPM-4",2,80020,,"EAG64150202",E5616_L,1,"",
4,"NPM-4",2,80021,,,,,,
4,"NPM-4",2,80022,,,,,,
4,"NPM-4",2,80023,,"EAG63716902",E5620_L,2,"",
4,"NPM-4",2,80024,,,,,,
4,"NPM-4",2,80025,,,,,,
4,"NPM-4",2,80026,,,,,,
4,"NPM-4",2,80027,,,,,,
4,"NPM-4",2,80028,,,,,,
4,"NPM-4",2,80029,,,,,,
4,"NPM-4",2,80030,,,,,,
4,"NPM-4",2,81001,,"EAN65088801",Tray,1,"",
4,"NPM-4",2,81002,,"EAN63027001",Tray,1,"",
4,"NPM-4",2,81003,,"EAN63067201",Tray,1,"",
4,"NPM-4",2,81004,,,,,,
4,"NPM-4",2,81005,,,,,,
4,"NPM-4",2,81006,,,,,,
4,"NPM-4",2,81007,,,,,,
4,"NPM-4",2,81008,,,,,,
4,"NPM-4",2,81009,,,,,,
4,"NPM-4",2,81010,,,,,,
4,"NPM-4",2,81011,,,,,,
4,"NPM-4",2,81012,,,,,,
4,"NPM-4",2,81013,,,,,,
4,"NPM-4",2,81014,,,,,,
4,"NPM-4",2,81015,,,,,,
4,"NPM-4",2,81016,,,,,,
4,"NPM-4",2,81017,,,,,,
4,"NPM-4",2,81018,,,,,,
4,"NPM-4",2,81019,,,,,,
4,"NPM-4",2,81020,,,,,,

Nozzle Setup
Machine #,Machine Name,Table,Slot,Nozzle
1,"NPM-WX-1",1,11,240S
1,"NPM-WX-1",1,12,240S
1,"NPM-WX-1",1,13,240S
1,"NPM-WX-1",1,14,240S
1,"NPM-WX-1",1,15,240S
1,"NPM-WX-1",1,16,240S
1,"NPM-WX-1",1,17,240S
1,"NPM-WX-1",1,18,240S
1,"NPM-WX-1",1,21,240S
1,"NPM-WX-1",1,22,240S
1,"NPM-WX-1",1,23,240S
1,"NPM-WX-1",1,24,240S
1,"NPM-WX-1",1,25,240S
1,"NPM-WX-1",1,26,240S
1,"NPM-WX-1",1,27,240S
1,"NPM-WX-1",1,28,240S
1,"NPM-WX-1",1,31,
1,"NPM-WX-1",1,32,
1,"NPM-WX-1",1,33,
1,"NPM-WX-1",1,34,
1,"NPM-WX-1",1,35,
1,"NPM-WX-1",1,36,
1,"NPM-WX-1",1,37,
1,"NPM-WX-1",1,38,
1,"NPM-WX-1",1,41,
1,"NPM-WX-1",1,42,
1,"NPM-WX-1",1,43,
1,"NPM-WX-1",1,44,
1,"NPM-WX-1",1,45,
1,"NPM-WX-1",1,46,
1,"NPM-WX-1",1,47,
1,"NPM-WX-1",1,48,
1,"NPM-WX-1",2,11,235S
1,"NPM-WX-1",2,12,235S
1,"NPM-WX-1",2,13,235S
1,"NPM-WX-1",2,14,235S
1,"NPM-WX-1",2,15,235S
1,"NPM-WX-1",2,16,230S
1,"NPM-WX-1",2,17,230S
1,"NPM-WX-1",2,18,230S
1,"NPM-WX-1",2,21,235S
1,"NPM-WX-1",2,22,235S
1,"NPM-WX-1",2,23,235S
1,"NPM-WX-1",2,24,235S
1,"NPM-WX-1",2,25,230S
1,"NPM-WX-1",2,26,230S
1,"NPM-WX-1",2,27,230S
1,"NPM-WX-1",2,28,230S
1,"NPM-WX-1",2,31,
1,"NPM-WX-1",2,32,
1,"NPM-WX-1",2,33,
1,"NPM-WX-1",2,34,
1,"NPM-WX-1",2,35,
1,"NPM-WX-1",2,36,
1,"NPM-WX-1",2,37,
1,"NPM-WX-1",2,38,
1,"NPM-WX-1",2,41,
1,"NPM-WX-1",2,42,
1,"NPM-WX-1",2,43,
1,"NPM-WX-1",2,44,
1,"NPM-WX-1",2,45,
1,"NPM-WX-1",2,46,
1,"NPM-WX-1",2,47,
1,"NPM-WX-1",2,48,
2,"NPM-WX-2",1,11,230S
2,"NPM-WX-2",1,12,230S
2,"NPM-WX-2",1,13,230S
2,"NPM-WX-2",1,14,230S
2,"NPM-WX-2",1,15,230S
2,"NPM-WX-2",1,16,230S
2,"NPM-WX-2",1,17,230S
2,"NPM-WX-2",1,18,230S
2,"NPM-WX-2",1,21,230S
2,"NPM-WX-2",1,22,230S
2,"NPM-WX-2",1,23,230S
2,"NPM-WX-2",1,24,230S
2,"NPM-WX-2",1,25,230S
2,"NPM-WX-2",1,26,230S
2,"NPM-WX-2",1,27,230S
2,"NPM-WX-2",1,28,230S
2,"NPM-WX-2",1,31,
2,"NPM-WX-2",1,32,
2,"NPM-WX-2",1,33,
2,"NPM-WX-2",1,34,
2,"NPM-WX-2",1,35,
2,"NPM-WX-2",1,36,
2,"NPM-WX-2",1,37,
2,"NPM-WX-2",1,38,
2,"NPM-WX-2",1,41,
2,"NPM-WX-2",1,42,
2,"NPM-WX-2",1,43,
2,"NPM-WX-2",1,44,
2,"NPM-WX-2",1,45,
2,"NPM-WX-2",1,46,
2,"NPM-WX-2",1,47,
2,"NPM-WX-2",1,48,
2,"NPM-WX-2",2,11,230S
2,"NPM-WX-2",2,12,230S
2,"NPM-WX-2",2,13,230S
2,"NPM-WX-2",2,14,230S
2,"NPM-WX-2",2,15,230S
2,"NPM-WX-2",2,16,230S
2,"NPM-WX-2",2,17,230S
2,"NPM-WX-2",2,18,230S
2,"NPM-WX-2",2,21,230S
2,"NPM-WX-2",2,22,230S
2,"NPM-WX-2",2,23,230S
2,"NPM-WX-2",2,24,230S
2,"NPM-WX-2",2,25,230S
2,"NPM-WX-2",2,26,230S
2,"NPM-WX-2",2,27,230S
2,"NPM-WX-2",2,28,230S
2,"NPM-WX-2",2,31,
2,"NPM-WX-2",2,32,
2,"NPM-WX-2",2,33,
2,"NPM-WX-2",2,34,
2,"NPM-WX-2",2,35,
2,"NPM-WX-2",2,36,
2,"NPM-WX-2",2,37,
2,"NPM-WX-2",2,38,
2,"NPM-WX-2",2,41,
2,"NPM-WX-2",2,42,
2,"NPM-WX-2",2,43,
2,"NPM-WX-2",2,44,
2,"NPM-WX-2",2,45,
2,"NPM-WX-2",2,46,
2,"NPM-WX-2",2,47,
2,"NPM-WX-2",2,48,
3,"NPM-WX-3",1,11,235S
3,"NPM-WX-3",1,12,235S
3,"NPM-WX-3",1,13,235S
3,"NPM-WX-3",1,14,230S
3,"NPM-WX-3",1,15,230S
3,"NPM-WX-3",1,16,230S
3,"NPM-WX-3",1,17,230S
3,"NPM-WX-3",1,18,230S
3,"NPM-WX-3",1,21,235S
3,"NPM-WX-3",1,22,235S
3,"NPM-WX-3",1,23,235S
3,"NPM-WX-3",1,24,230S
3,"NPM-WX-3",1,25,230S
3,"NPM-WX-3",1,26,230S
3,"NPM-WX-3",1,27,230S
3,"NPM-WX-3",1,28,230S
3,"NPM-WX-3",1,31,
3,"NPM-WX-3",1,32,
3,"NPM-WX-3",1,33,
3,"NPM-WX-3",1,34,
3,"NPM-WX-3",1,35,
3,"NPM-WX-3",1,36,
3,"NPM-WX-3",1,37,
3,"NPM-WX-3",1,38,
3,"NPM-WX-3",1,41,
3,"NPM-WX-3",1,42,
3,"NPM-WX-3",1,43,
3,"NPM-WX-3",1,44,
3,"NPM-WX-3",1,45,
3,"NPM-WX-3",1,46,
3,"NPM-WX-3",1,47,
3,"NPM-WX-3",1,48,
3,"NPM-WX-3",2,11,230S
3,"NPM-WX-3",2,12,230S
3,"NPM-WX-3",2,13,230S
3,"NPM-WX-3",2,14,230S
3,"NPM-WX-3",2,15,230S
3,"NPM-WX-3",2,16,230S
3,"NPM-WX-3",2,17,230S
3,"NPM-WX-3",2,18,230S
3,"NPM-WX-3",2,21,230S
3,"NPM-WX-3",2,22,230S
3,"NPM-WX-3",2,23,230S
3,"NPM-WX-3",2,24,230S
3,"NPM-WX-3",2,25,230S
3,"NPM-WX-3",2,26,230S
3,"NPM-WX-3",2,27,230S
3,"NPM-WX-3",2,28,230S
3,"NPM-WX-3",2,31,
3,"NPM-WX-3",2,32,
3,"NPM-WX-3",2,33,
3,"NPM-WX-3",2,34,
3,"NPM-WX-3",2,35,
3,"NPM-WX-3",2,36,
3,"NPM-WX-3",2,37,
3,"NPM-WX-3",2,38,
3,"NPM-WX-3",2,41,
3,"NPM-WX-3",2,42,
3,"NPM-WX-3",2,43,
3,"NPM-WX-3",2,44,
3,"NPM-WX-3",2,45,
3,"NPM-WX-3",2,46,
3,"NPM-WX-3",2,47,
3,"NPM-WX-3",2,48,
4,"NPM-4",1,11,380
4,"NPM-4",1,12,235
4,"NPM-4",1,13,230
4,"NPM-4",1,14,230
4,"NPM-4",1,21,240
4,"NPM-4",1,22,230
4,"NPM-4",1,23,230
4,"NPM-4",1,24,230
4,"NPM-4",1,31,
4,"NPM-4",1,32,
4,"NPM-4",1,33,
4,"NPM-4",1,34,
4,"NPM-4",1,41,
4,"NPM-4",1,42,
4,"NPM-4",1,43,
4,"NPM-4",1,44,
4,"NPM-4",2,11,1005
4,"NPM-4",2,12,1003
4,"NPM-4",2,13,1003
4,"NPM-4",2,14,
4,"NPM-4",2,15,
4,"NPM-4",2,21,1002
4,"NPM-4",2,22,1008
4,"NPM-4",2,23,
4,"NPM-4",2,24,1008
4,"NPM-4",2,25,
4,"NPM-4",2,31,
4,"NPM-4",2,32,
4,"NPM-4",2,33,
4,"NPM-4",2,34,
4,"NPM-4",2,35,

Cycle Time
Stage,EBR32094107-BOT
4,28.162
3,25.435
2,21.922
1,16.584
